champion,role,duo_champion,duo_role,winrate,matches
Pyke,SUPPORT,Nidalee,JUNGLE,54.84,186
Alistar,SUPPORT,Nidalee,JUNGLE,54.33,254
Lulu,SUPPORT,Nidalee,JUNGLE,54.14,290
Soraka,SUPPORT,Nidalee,JUNGLE,53.76,93
Poppy,SUPPORT,Nidalee,JUNGLE,53.73,67
Zilean,SUPPORT,Nidalee,JUNGLE,53.45,58
Sona,SUPPORT,Nidalee,JUNGLE,53.33,135
Bard,SUPPORT,Nidalee,JUNGLE,53.1,258
Neeko,SUPPORT,Nidalee,JUNGLE,52.83,106
Braum,SUPPORT,Nidalee,JUNGLE,51.86,430
Rakan,SUPPORT,Nidalee,JUNGLE,51.46,171
Vel'Koz,SUPPORT,Nidalee,JUNGLE,51.43,35
Taric,SUPPORT,Nidalee,JUNGLE,51.11,45
Pantheon,SUPPORT,Nidalee,JUNGLE,50.65,77
Nami,SUPPORT,Nidalee,JUNGLE,50.63,316
Nautilus,SUPPORT,Nidalee,JUNGLE,50.31,491
Renata Glasc,SUPPORT,Nidalee,JUNGLE,50.0,30
Zyra,SUPPORT,Nocturne,JUNGLE,69.23,26
Vel'Koz,SUPPORT,Nocturne,JUNGLE,60.71,28
Poppy,SUPPORT,Nocturne,JUNGLE,58.62,29
Senna,SUPPORT,Nocturne,JUNGLE,56.72,67
Nami,SUPPORT,Nocturne,JUNGLE,55.67,282
Lulu,SUPPORT,Nocturne,JUNGLE,54.17,216
Milio,SUPPORT,Nocturne,JUNGLE,53.54,99
Maokai,SUPPORT,Nocturne,JUNGLE,52.38,21
Renata Glasc,SUPPORT,Nocturne,JUNGLE,52.38,21
Blitzcrank,SUPPORT,Nocturne,JUNGLE,51.76,85
Yuumi,SUPPORT,Nocturne,JUNGLE,51.61,62
Rakan,SUPPORT,Nocturne,JUNGLE,51.15,131
Leona,SUPPORT,Nocturne,JUNGLE,51.05,143
Alistar,SUPPORT,Nocturne,JUNGLE,50.43,115
Janna,SUPPORT,Nocturne,JUNGLE,50.35,141
Bard,SUPPORT,Nocturne,JUNGLE,50.0,154
Pantheon,SUPPORT,Nocturne,JUNGLE,50.0,30
Rell,SUPPORT,Nocturne,JUNGLE,50.0,84
Renata Glasc,SUPPORT,Nunu & Willump,JUNGLE,62.07,29
Yuumi,SUPPORT,Nunu & Willump,JUNGLE,58.54,82
Seraphine,SUPPORT,Nunu & Willump,JUNGLE,56.44,101
Leona,SUPPORT,Nunu & Willump,JUNGLE,55.56,171
Alistar,SUPPORT,Nunu & Willump,JUNGLE,55.19,183
Taric,SUPPORT,Nunu & Willump,JUNGLE,54.1,61
Blitzcrank,SUPPORT,Nunu & Willump,JUNGLE,53.95,152
Poppy,SUPPORT,Nunu & Willump,JUNGLE,53.45,58
Senna,SUPPORT,Nunu & Willump,JUNGLE,53.03,132
Bard,SUPPORT,Nunu & Willump,JUNGLE,52.65,245
Pyke,SUPPORT,Nunu & Willump,JUNGLE,52.55,196
Lulu,SUPPORT,Nunu & Willump,JUNGLE,52.42,351
Rell,SUPPORT,Nunu & Willump,JUNGLE,51.97,152
Rakan,SUPPORT,Nunu & Willump,JUNGLE,51.72,174
Neeko,SUPPORT,Nunu & Willump,JUNGLE,51.55,97
Nami,SUPPORT,Nunu & Willump,JUNGLE,51.01,494
Zilean,SUPPORT,Nunu & Willump,JUNGLE,50.65,77
Lux,SUPPORT,Nunu & Willump,JUNGLE,50.0,46
Morgana,SUPPORT,Nunu & Willump,JUNGLE,50.0,52
Vel'Koz,SUPPORT,Nunu & Willump,JUNGLE,50.0,38
Janna,SUPPORT,Olaf,JUNGLE,73.33,15
Alistar,SUPPORT,Olaf,JUNGLE,70.0,10
Braum,SUPPORT,Olaf,JUNGLE,66.67,12
Soraka,SUPPORT,Olaf,JUNGLE,66.67,6
Blitzcrank,SUPPORT,Olaf,JUNGLE,60.0,5
Leona,SUPPORT,Olaf,JUNGLE,60.0,10
Bard,SUPPORT,Olaf,JUNGLE,57.14,14
Yuumi,SUPPORT,Olaf,JUNGLE,57.14,7
Nami,SUPPORT,Olaf,JUNGLE,56.0,25
Thresh,SUPPORT,Olaf,JUNGLE,54.55,22
Elise,SUPPORT,Olaf,JUNGLE,50.0,4
Pantheon,SUPPORT,Olaf,JUNGLE,50.0,4
Poppy,SUPPORT,Olaf,JUNGLE,50.0,2
Pyke,SUPPORT,Olaf,JUNGLE,50.0,6
Renata Glasc,SUPPORT,Olaf,JUNGLE,50.0,2
Taric,SUPPORT,Olaf,JUNGLE,50.0,4
Vel'Koz,SUPPORT,Olaf,JUNGLE,50.0,2
Zyra,SUPPORT,Olaf,JUNGLE,50.0,4
Rengar,JUNGLE,Orianna,MID,55.96,327
Elise,JUNGLE,Orianna,MID,55.13,78
Rek'Sai,JUNGLE,Orianna,MID,54.78,314
Pantheon,JUNGLE,Orianna,MID,53.52,71
Ivern,JUNGLE,Orianna,MID,53.41,88
Ekko,JUNGLE,Orianna,MID,53.35,373
Kayn,JUNGLE,Orianna,MID,53.17,126
Kindred,JUNGLE,Orianna,MID,53.06,147
Talon,JUNGLE,Orianna,MID,52.16,324
Jarvan IV,JUNGLE,Orianna,MID,52.02,792
Nunu & Willump,JUNGLE,Orianna,MID,51.96,179
Xin Zhao,JUNGLE,Orianna,MID,51.82,247
Lee Sin,JUNGLE,Orianna,MID,51.77,958
Diana,JUNGLE,Orianna,MID,51.36,403
Qiyana,JUNGLE,Orianna,MID,51.19,379
Shaco,JUNGLE,Orianna,MID,51.13,266
Bel'Veth,JUNGLE,Orianna,MID,50.96,104
Zed,JUNGLE,Orianna,MID,50.78,256
Nidalee,JUNGLE,Orianna,MID,50.43,117
Briar,JUNGLE,Orianna,MID,50.0,70
Xin Zhao,JUNGLE,Ornn,TOP,58.33,72
Hecarim,JUNGLE,Ornn,TOP,56.86,153
Kindred,JUNGLE,Ornn,TOP,56.47,85
Sylas,JUNGLE,Ornn,TOP,56.07,107
Rengar,JUNGLE,Ornn,TOP,54.11,231
Talon,JUNGLE,Ornn,TOP,53.7,216
Zac,JUNGLE,Ornn,TOP,53.47,101
Shaco,JUNGLE,Ornn,TOP,53.28,122
Dr. Mundo,JUNGLE,Ornn,TOP,52.94,68
Bel'Veth,JUNGLE,Ornn,TOP,52.78,72
Jayce,JUNGLE,Ornn,TOP,52.59,367
Kha'Zix,JUNGLE,Ornn,TOP,52.57,350
Evelynn,JUNGLE,Ornn,TOP,51.25,80
Malphite,JUNGLE,Ornn,TOP,51.16,43
Kayn,JUNGLE,Ornn,TOP,50.63,79
Elise,JUNGLE,Ornn,TOP,50.0,86
Fiddlesticks,JUNGLE,Ornn,TOP,50.0,70
Lee Sin,JUNGLE,Ornn,TOP,50.0,418
Rek'Sai,JUNGLE,Ornn,TOP,50.0,126
Vel'Koz,SUPPORT,Pantheon,JUNGLE,80.0,10
Janna,SUPPORT,Pantheon,JUNGLE,69.7,33
Zyra,SUPPORT,Pantheon,JUNGLE,66.67,9
Poppy,SUPPORT,Pantheon,JUNGLE,61.11,18
Taric,SUPPORT,Pantheon,JUNGLE,60.0,15
Seraphine,SUPPORT,Pantheon,JUNGLE,58.33,24
Blitzcrank,SUPPORT,Pantheon,JUNGLE,56.1,41
Alistar,SUPPORT,Pantheon,JUNGLE,56.0,50
Thresh,SUPPORT,Pantheon,JUNGLE,55.7,79
Lulu,SUPPORT,Pantheon,JUNGLE,55.56,72
Renata Glasc,SUPPORT,Pantheon,JUNGLE,55.56,9
Sona,SUPPORT,Pantheon,JUNGLE,54.72,53
Braum,SUPPORT,Pantheon,JUNGLE,51.25,80
Soraka,SUPPORT,Pantheon,JUNGLE,50.0,42
Kayn,JUNGLE,Poppy,TOP,75.0,24
Volibear,JUNGLE,Poppy,TOP,67.57,37
Rek'Sai,JUNGLE,Poppy,TOP,62.5,32
Graves,JUNGLE,Poppy,TOP,61.7,47
Lillia,JUNGLE,Poppy,TOP,59.26,27
Shaco,JUNGLE,Poppy,TOP,58.82,34
Ivern,JUNGLE,Poppy,TOP,58.33,24
Nocturne,JUNGLE,Poppy,TOP,57.89,19
Karthus,JUNGLE,Poppy,TOP,56.67,30
Bel'Veth,JUNGLE,Poppy,TOP,55.56,18
Ekko,JUNGLE,Poppy,TOP,54.95,111
Rammus,JUNGLE,Poppy,TOP,54.55,11
Vi,JUNGLE,Poppy,TOP,54.55,33
Nidalee,JUNGLE,Poppy,TOP,53.85,26
Zac,JUNGLE,Poppy,TOP,53.85,39
Nunu & Willump,JUNGLE,Poppy,TOP,53.57,28
Diana,JUNGLE,Poppy,TOP,52.53,99
Fiddlesticks,JUNGLE,Poppy,TOP,52.38,21
Jarvan IV,JUNGLE,Poppy,TOP,52.38,63
Naafiri,JUNGLE,Poppy,TOP,52.38,21
Dr. Mundo,JUNGLE,Poppy,TOP,52.0,25
Evelynn,JUNGLE,Poppy,TOP,52.0,25
Sylas,JUNGLE,Poppy,TOP,51.92,52
Viego,JUNGLE,Poppy,TOP,51.45,173
Elise,JUNGLE,Poppy,TOP,50.0,26
Jayce,JUNGLE,Poppy,TOP,50.0,92
Morgana,SUPPORT,Qiyana,JUNGLE,59.52,84
Janna,SUPPORT,Qiyana,JUNGLE,57.3,267
Pantheon,SUPPORT,Qiyana,JUNGLE,55.91,93
Bard,SUPPORT,Qiyana,JUNGLE,55.61,446
Maokai,SUPPORT,Qiyana,JUNGLE,55.56,54
Pyke,SUPPORT,Qiyana,JUNGLE,54.7,234
Thresh,SUPPORT,Qiyana,JUNGLE,54.28,514
Alistar,SUPPORT,Qiyana,JUNGLE,54.26,352
Rell,SUPPORT,Qiyana,JUNGLE,53.88,245
Senna,SUPPORT,Qiyana,JUNGLE,53.85,130
Lux,SUPPORT,Qiyana,JUNGLE,53.57,84
Taric,SUPPORT,Qiyana,JUNGLE,53.33,120
Tahm Kench,SUPPORT,Qiyana,JUNGLE,53.06,49
Sona,SUPPORT,Qiyana,JUNGLE,52.84,299
Nami,SUPPORT,Qiyana,JUNGLE,52.81,534
Soraka,SUPPORT,Qiyana,JUNGLE,52.27,176
Rakan,SUPPORT,Qiyana,JUNGLE,51.94,310
Neeko,SUPPORT,Qiyana,JUNGLE,51.87,241
Lulu,SUPPORT,Qiyana,JUNGLE,51.7,441
Yuumi,SUPPORT,Qiyana,JUNGLE,51.33,150
Zilean,SUPPORT,Qiyana,JUNGLE,51.0,100
Blitzcrank,SUPPORT,Qiyana,JUNGLE,50.94,212
Poppy,SUPPORT,Qiyana,JUNGLE,50.0,94
Evelynn,JUNGLE,Qiyana,MID,63.64,154
Kindred,JUNGLE,Qiyana,MID,63.64,44
Ivern,JUNGLE,Qiyana,MID,63.04,92
Naafiri,JUNGLE,Qiyana,MID,61.9,42
Rek'Sai,JUNGLE,Qiyana,MID,60.4,101
Karthus,JUNGLE,Qiyana,MID,59.49,195
Ekko,JUNGLE,Qiyana,MID,58.1,630
Bel'Veth,JUNGLE,Qiyana,MID,58.06,62
Zac,JUNGLE,Qiyana,MID,57.32,157
Diana,JUNGLE,Qiyana,MID,56.91,666
Talon,JUNGLE,Qiyana,MID,56.44,101
Elise,JUNGLE,Qiyana,MID,56.4,172
Malphite,JUNGLE,Qiyana,MID,56.34,71
Fiddlesticks,JUNGLE,Qiyana,MID,56.0,125
Lillia,JUNGLE,Qiyana,MID,55.56,144
Zyra,JUNGLE,Qiyana,MID,55.0,100
Xin Zhao,JUNGLE,Qiyana,MID,54.9,51
Jayce,JUNGLE,Qiyana,MID,54.71,170
Nocturne,JUNGLE,Qiyana,MID,53.85,39
Shaco,JUNGLE,Qiyana,MID,53.4,103
Udyr,JUNGLE,Qiyana,MID,53.23,62
Nunu & Willump,JUNGLE,Qiyana,MID,53.05,164
Volibear,JUNGLE,Qiyana,MID,52.86,140
Nidalee,JUNGLE,Qiyana,MID,52.61,230
Wukong,JUNGLE,Qiyana,MID,52.17,46
Lee Sin,JUNGLE,Qiyana,MID,52.06,267
Rengar,JUNGLE,Qiyana,MID,51.94,129
Master Yi,JUNGLE,Qiyana,MID,51.76,85
Kha'Zix,JUNGLE,Qiyana,MID,50.28,177
Evelynn,JUNGLE,Quinn,TOP,75.0,20
Rammus,JUNGLE,Quinn,TOP,66.67,9
Zed,JUNGLE,Quinn,TOP,66.67,30
Shaco,JUNGLE,Quinn,TOP,65.71,35
Bel'Veth,JUNGLE,Quinn,TOP,63.64,11
Sylas,JUNGLE,Quinn,TOP,63.16,38
Fiddlesticks,JUNGLE,Quinn,TOP,60.87,23
Lillia,JUNGLE,Quinn,TOP,60.0,15
Master Yi,JUNGLE,Quinn,TOP,59.26,27
Nidalee,JUNGLE,Quinn,TOP,59.26,27
Elise,JUNGLE,Quinn,TOP,58.33,24
Jarvan IV,JUNGLE,Quinn,TOP,57.14,56
Dr. Mundo,JUNGLE,Quinn,TOP,55.56,27
Kindred,JUNGLE,Quinn,TOP,55.56,9
Hecarim,JUNGLE,Quinn,TOP,53.85,39
Diana,JUNGLE,Quinn,TOP,53.66,123
Lee Sin,JUNGLE,Quinn,TOP,53.4,103
Zac,JUNGLE,Quinn,TOP,52.78,36
Wukong,JUNGLE,Quinn,TOP,52.63,19
Nocturne,JUNGLE,Quinn,TOP,52.38,21
Ekko,JUNGLE,Quinn,TOP,52.27,88
Graves,JUNGLE,Quinn,TOP,52.17,23
Karthus,JUNGLE,Quinn,TOP,50.0,18
Zyra,JUNGLE,Quinn,TOP,50.0,10
Sona,SUPPORT,Rammus,JUNGLE,64.29,98
Senna,SUPPORT,Rammus,JUNGLE,63.89,36
Pyke,SUPPORT,Rammus,JUNGLE,62.71,59
Taric,SUPPORT,Rammus,JUNGLE,61.11,18
Tahm Kench,SUPPORT,Rammus,JUNGLE,60.0,10
Nami,SUPPORT,Rammus,JUNGLE,59.51,163
Bard,SUPPORT,Rammus,JUNGLE,56.47,85
Neeko,SUPPORT,Rammus,JUNGLE,54.55,33
Rakan,SUPPORT,Rammus,JUNGLE,54.55,44
Blitzcrank,SUPPORT,Rammus,JUNGLE,54.39,57
Thresh,SUPPORT,Rammus,JUNGLE,54.02,87
Elise,SUPPORT,Rammus,JUNGLE,53.33,15
Janna,SUPPORT,Rammus,JUNGLE,52.46,61
Lulu,SUPPORT,Rammus,JUNGLE,52.27,88
Braum,SUPPORT,Rammus,JUNGLE,51.32,76
Alistar,SUPPORT,Rammus,JUNGLE,50.0,44
Maokai,SUPPORT,Rek'Sai,JUNGLE,63.27,49
Zyra,SUPPORT,Rek'Sai,JUNGLE,61.54,39
Elise,SUPPORT,Rek'Sai,JUNGLE,60.32,63
Taric,SUPPORT,Rek'Sai,JUNGLE,59.76,82
Braum,SUPPORT,Rek'Sai,JUNGLE,57.7,435
Janna,SUPPORT,Rek'Sai,JUNGLE,57.26,234
Soraka,SUPPORT,Rek'Sai,JUNGLE,56.69,157
Renata Glasc,SUPPORT,Rek'Sai,JUNGLE,56.52,46
Leona,SUPPORT,Rek'Sai,JUNGLE,56.18,251
Lulu,SUPPORT,Rek'Sai,JUNGLE,56.01,441
Pantheon,SUPPORT,Rek'Sai,JUNGLE,55.84,77
Thresh,SUPPORT,Rek'Sai,JUNGLE,54.67,450
Neeko,SUPPORT,Rek'Sai,JUNGLE,54.55,187
Bard,SUPPORT,Rek'Sai,JUNGLE,54.26,352
Poppy,SUPPORT,Rek'Sai,JUNGLE,54.26,94
Zilean,SUPPORT,Rek'Sai,JUNGLE,53.85,78
Vel'Koz,SUPPORT,Rek'Sai,JUNGLE,53.66,41
Rell,SUPPORT,Rek'Sai,JUNGLE,53.45,174
Nautilus,SUPPORT,Rek'Sai,JUNGLE,53.37,489
Alistar,SUPPORT,Rek'Sai,JUNGLE,53.36,283
Seraphine,SUPPORT,Rek'Sai,JUNGLE,53.17,126
Pyke,SUPPORT,Rek'Sai,JUNGLE,53.14,207
Nami,SUPPORT,Rek'Sai,JUNGLE,52.76,525
Blitzcrank,SUPPORT,Rek'Sai,JUNGLE,52.31,195
Karma,SUPPORT,Rek'Sai,JUNGLE,52.26,442
Lux,SUPPORT,Rek'Sai,JUNGLE,52.11,71
Rakan,SUPPORT,Rek'Sai,JUNGLE,51.71,263
Evelynn,JUNGLE,Rek'Sai,TOP,90.0,10
Master Yi,JUNGLE,Rek'Sai,TOP,81.82,11
Nocturne,JUNGLE,Rek'Sai,TOP,80.0,10
Bel'Veth,JUNGLE,Rek'Sai,TOP,72.73,11
Zyra,JUNGLE,Rek'Sai,TOP,71.43,7
Shaco,JUNGLE,Rek'Sai,TOP,68.75,16
Ivern,JUNGLE,Rek'Sai,TOP,66.67,9
Kindred,JUNGLE,Rek'Sai,TOP,66.67,6
Lillia,JUNGLE,Rek'Sai,TOP,66.67,9
Karthus,JUNGLE,Rek'Sai,TOP,63.64,11
Dr. Mundo,JUNGLE,Rek'Sai,TOP,61.54,13
Naafiri,JUNGLE,Rek'Sai,TOP,60.0,10
Sejuani,JUNGLE,Rek'Sai,TOP,60.0,5
Sylas,JUNGLE,Rek'Sai,TOP,60.0,30
Vi,JUNGLE,Rek'Sai,TOP,60.0,10
Wukong,JUNGLE,Rek'Sai,TOP,60.0,5
Qiyana,JUNGLE,Rek'Sai,TOP,59.26,27
Hecarim,JUNGLE,Rek'Sai,TOP,57.89,19
Lee Sin,JUNGLE,Rek'Sai,TOP,57.14,63
Jarvan IV,JUNGLE,Rek'Sai,TOP,56.67,30
Ekko,JUNGLE,Rek'Sai,TOP,56.0,50
Jayce,JUNGLE,Rek'Sai,TOP,55.56,63
Zac,JUNGLE,Rek'Sai,TOP,53.33,15
Rengar,JUNGLE,Rek'Sai,TOP,52.94,17
Zed,JUNGLE,Rek'Sai,TOP,52.94,17
Graves,JUNGLE,Rek'Sai,TOP,50.0,14
Kha'Zix,JUNGLE,Rek'Sai,TOP,50.0,38
Nidalee,JUNGLE,Rek'Sai,TOP,50.0,22
Udyr,JUNGLE,Rek'Sai,TOP,50.0,6
Vi,JUNGLE,Renekton,TOP,56.76,148
Evelynn,JUNGLE,Renekton,TOP,55.91,127
Ivern,JUNGLE,Renekton,TOP,54.24,118
Rengar,JUNGLE,Renekton,TOP,53.51,228
Dr. Mundo,JUNGLE,Renekton,TOP,53.28,137
Udyr,JUNGLE,Renekton,TOP,53.16,79
Zyra,JUNGLE,Renekton,TOP,53.13,96
Volibear,JUNGLE,Renekton,TOP,52.79,197
Zac,JUNGLE,Renekton,TOP,52.71,203
Lee Sin,JUNGLE,Renekton,TOP,52.11,735
Rek'Sai,JUNGLE,Renekton,TOP,51.69,207
Jarvan IV,JUNGLE,Renekton,TOP,51.56,353
Kindred,JUNGLE,Renekton,TOP,51.15,131
Nidalee,JUNGLE,Renekton,TOP,50.58,346
Elise,JUNGLE,Renekton,TOP,50.26,191
Taric,SUPPORT,Rengar,JUNGLE,65.85,82
Neeko,SUPPORT,Rengar,JUNGLE,59.14,186
Leona,SUPPORT,Rengar,JUNGLE,58.7,247
Janna,SUPPORT,Rengar,JUNGLE,57.11,401
Brand,SUPPORT,Rengar,JUNGLE,56.82,44
Elise,SUPPORT,Rengar,JUNGLE,56.79,81
Bard,SUPPORT,Rengar,JUNGLE,56.78,391
Pantheon,SUPPORT,Rengar,JUNGLE,56.52,69
Braum,SUPPORT,Rengar,JUNGLE,55.76,425
Poppy,SUPPORT,Rengar,JUNGLE,55.56,63
Nami,SUPPORT,Rengar,JUNGLE,55.34,730
Thresh,SUPPORT,Rengar,JUNGLE,54.12,449
Renata Glasc,SUPPORT,Rengar,JUNGLE,53.85,52
Blitzcrank,SUPPORT,Rengar,JUNGLE,53.76,186
Lulu,SUPPORT,Rengar,JUNGLE,53.74,454
Alistar,SUPPORT,Rengar,JUNGLE,53.54,297
Sona,SUPPORT,Rengar,JUNGLE,53.25,400
Rakan,SUPPORT,Rengar,JUNGLE,53.21,265
Zyra,SUPPORT,Rengar,JUNGLE,53.19,47
Lux,SUPPORT,Rengar,JUNGLE,51.76,85
Milio,SUPPORT,Rengar,JUNGLE,51.71,292
Nautilus,SUPPORT,Rengar,JUNGLE,51.49,470
Vel'Koz,SUPPORT,Rengar,JUNGLE,51.02,49
Karma,SUPPORT,Rengar,JUNGLE,50.74,471
Soraka,SUPPORT,Rengar,JUNGLE,50.65,231
Morgana,SUPPORT,Rengar,JUNGLE,50.53,95
Zilean,SUPPORT,Rengar,JUNGLE,50.35,141
Senna,SUPPORT,Rengar,JUNGLE,50.0,194
Seraphine,SUPPORT,Rengar,JUNGLE,50.0,128
Briar,JUNGLE,Rengar,TOP,80.0,10
Sejuani,JUNGLE,Rengar,TOP,75.0,8
Skarner,JUNGLE,Rengar,TOP,71.43,7
Elise,JUNGLE,Rengar,TOP,68.75,16
Zyra,JUNGLE,Rengar,TOP,66.67,21
Zac,JUNGLE,Rengar,TOP,64.29,14
Rek'Sai,JUNGLE,Rengar,TOP,62.96,27
Karthus,JUNGLE,Rengar,TOP,62.5,16
Kayn,JUNGLE,Rengar,TOP,60.0,10
Kindred,JUNGLE,Rengar,TOP,60.0,10
Nidalee,JUNGLE,Rengar,TOP,60.0,35
Talon,JUNGLE,Rengar,TOP,58.82,17
Qiyana,JUNGLE,Rengar,TOP,58.06,31
Ekko,JUNGLE,Rengar,TOP,57.38,61
Ivern,JUNGLE,Rengar,TOP,56.67,30
Bel'Veth,JUNGLE,Rengar,TOP,55.56,9
Hecarim,JUNGLE,Rengar,TOP,55.0,20
Jarvan IV,JUNGLE,Rengar,TOP,54.29,35
Dr. Mundo,JUNGLE,Rengar,TOP,53.85,13
Lee Sin,JUNGLE,Rengar,TOP,53.49,86
Kha'Zix,JUNGLE,Rengar,TOP,50.0,38
Xin Zhao,JUNGLE,Rengar,TOP,50.0,12
Kha'Zix,JUNGLE,Riven,TOP,60.49,405
Udyr,JUNGLE,Riven,TOP,60.26,78
Rammus,JUNGLE,Riven,TOP,59.62,52
Fiddlesticks,JUNGLE,Riven,TOP,57.8,109
Nidalee,JUNGLE,Riven,TOP,57.58,132
Dr. Mundo,JUNGLE,Riven,TOP,57.55,139
Volibear,JUNGLE,Riven,TOP,57.14,147
Warwick,JUNGLE,Riven,TOP,56.52,46
Shaco,JUNGLE,Riven,TOP,56.25,144
Rek'Sai,JUNGLE,Riven,TOP,56.1,205
Evelynn,JUNGLE,Riven,TOP,55.77,104
Qiyana,JUNGLE,Riven,TOP,55.45,202
Bel'Veth,JUNGLE,Riven,TOP,55.29,85
Kindred,JUNGLE,Riven,TOP,54.74,95
Zyra,JUNGLE,Riven,TOP,54.72,53
Rengar,JUNGLE,Riven,TOP,54.05,259
Sylas,JUNGLE,Riven,TOP,53.67,177
Wukong,JUNGLE,Riven,TOP,53.19,94
Diana,JUNGLE,Riven,TOP,53.12,561
Lillia,JUNGLE,Riven,TOP,52.88,104
Xin Zhao,JUNGLE,Riven,TOP,52.75,91
Malphite,JUNGLE,Riven,TOP,52.63,76
Zac,JUNGLE,Riven,TOP,52.57,175
Elise,JUNGLE,Riven,TOP,52.1,119
Lee Sin,JUNGLE,Riven,TOP,52.05,415
Vi,JUNGLE,Riven,TOP,52.04,98
Karthus,JUNGLE,Riven,TOP,51.96,102
Talon,JUNGLE,Riven,TOP,51.63,215
Naafiri,JUNGLE,Riven,TOP,51.32,76
Jayce,JUNGLE,Riven,TOP,51.31,343
Nocturne,JUNGLE,Riven,TOP,50.6,83
Nunu & Willump,JUNGLE,Riven,TOP,50.55,182
Ivern,JUNGLE,Rumble,TOP,64.81,54
Sylas,JUNGLE,Rumble,TOP,61.9,84
Rengar,JUNGLE,Rumble,TOP,60.78,255
Rek'Sai,JUNGLE,Rumble,TOP,60.61,264
Bel'Veth,JUNGLE,Rumble,TOP,58.43,89
Nidalee,JUNGLE,Rumble,TOP,58.33,84
Zyra,JUNGLE,Rumble,TOP,58.33,48
Sejuani,JUNGLE,Rumble,TOP,56.25,48
Zac,JUNGLE,Rumble,TOP,56.19,105
Elise,JUNGLE,Rumble,TOP,55.77,52
Master Yi,JUNGLE,Rumble,TOP,54.71,170
Shaco,JUNGLE,Rumble,TOP,54.46,112
Kayn,JUNGLE,Rumble,TOP,54.22,83
Briar,JUNGLE,Rumble,TOP,53.45,58
Kha'Zix,JUNGLE,Rumble,TOP,52.83,477
Hecarim,JUNGLE,Rumble,TOP,52.78,180
Graves,JUNGLE,Rumble,TOP,52.58,194
Qiyana,JUNGLE,Rumble,TOP,52.17,345
Jayce,JUNGLE,Rumble,TOP,51.74,603
Xin Zhao,JUNGLE,Rumble,TOP,51.38,181
Viego,JUNGLE,Rumble,TOP,51.27,868
Ekko,JUNGLE,Rumble,TOP,51.14,176
Volibear,JUNGLE,Rumble,TOP,50.54,93
Lee Sin,JUNGLE,Rumble,TOP,50.33,757
Malphite,JUNGLE,Rumble,TOP,50.0,70
Nunu & Willump,JUNGLE,Rumble,TOP,50.0,88
Rek'Sai,JUNGLE,Ryze,MID,55.06,474
Nidalee,JUNGLE,Ryze,MID,54.55,242
Shaco,JUNGLE,Ryze,MID,54.1,268
Kindred,JUNGLE,Ryze,MID,52.61,211
Hecarim,JUNGLE,Ryze,MID,52.53,375
Evelynn,JUNGLE,Ryze,MID,52.34,128
Ivern,JUNGLE,Ryze,MID,51.81,166
Jarvan IV,JUNGLE,Ryze,MID,51.73,721
Qiyana,JUNGLE,Ryze,MID,51.56,640
Nunu & Willump,JUNGLE,Ryze,MID,51.38,218
Rengar,JUNGLE,Ryze,MID,51.35,446
Dr. Mundo,JUNGLE,Ryze,MID,50.8,250
Zac,JUNGLE,Ryze,MID,50.77,260
Volibear,JUNGLE,Ryze,MID,50.63,239
Lee Sin,JUNGLE,Ryze,MID,50.0,1568
Wukong,JUNGLE,Ryze,MID,50.0,156
Zyra,SUPPORT,Sejuani,JUNGLE,66.67,12
Soraka,SUPPORT,Sejuani,JUNGLE,64.44,45
Senna,SUPPORT,Sejuani,JUNGLE,62.07,29
Alistar,SUPPORT,Sejuani,JUNGLE,60.0,50
Pantheon,SUPPORT,Sejuani,JUNGLE,60.0,15
Sona,SUPPORT,Sejuani,JUNGLE,59.7,67
Lux,SUPPORT,Sejuani,JUNGLE,52.94,17
Blitzcrank,SUPPORT,Sejuani,JUNGLE,52.17,46
Lulu,SUPPORT,Sejuani,JUNGLE,52.07,121
Karma,SUPPORT,Sejuani,JUNGLE,51.55,97
Pyke,SUPPORT,Sejuani,JUNGLE,51.06,47
Milio,SUPPORT,Sejuani,JUNGLE,51.02,49
Thresh,SUPPORT,Sejuani,JUNGLE,50.94,106
Poppy,SUPPORT,Sejuani,JUNGLE,50.0,12
Vel'Koz,SUPPORT,Sejuani,JUNGLE,50.0,12
Amumu,JUNGLE,Sett,TOP,69.57,23
Elise,JUNGLE,Sett,TOP,64.91,57
Warwick,JUNGLE,Sett,TOP,59.09,22
Kindred,JUNGLE,Sett,TOP,55.56,45
Nidalee,JUNGLE,Sett,TOP,55.36,56
Ekko,JUNGLE,Sett,TOP,55.04,238
Udyr,JUNGLE,Sett,TOP,54.55,33
Graves,JUNGLE,Sett,TOP,52.63,76
Evelynn,JUNGLE,Sett,TOP,52.08,48
Volibear,JUNGLE,Sett,TOP,51.85,81
Jarvan IV,JUNGLE,Sett,TOP,51.66,151
Vi,JUNGLE,Sett,TOP,51.61,62
Rek'Sai,JUNGLE,Sett,TOP,51.35,74
Ivern,JUNGLE,Sett,TOP,50.77,65
Rengar,JUNGLE,Sett,TOP,50.48,105
Master Yi,JUNGLE,Sett,TOP,50.0,78
Nunu & Willump,JUNGLE,Sett,TOP,50.0,66
Qiyana,JUNGLE,Sett,TOP,50.0,102
Renata Glasc,SUPPORT,Shaco,JUNGLE,62.86,35
Vel'Koz,SUPPORT,Shaco,JUNGLE,61.54,39
Morgana,SUPPORT,Shaco,JUNGLE,60.66,61
